"V2" "V3" "V4" "location" "arm"
"CLIC5" "chr6" 45868045 46048132 "6p21.1" "p"
"ENPP4" "chr6" 46097730 46114436 "6p21.1" "p"
"MEP1A" "chr6" 46761127 46807515 "6p12.3" "p"
"TNFRSF21" "chr6" 47199268 47277641 "6p12.3" "p"
"CD2AP" "chr6" 47445525 47594999 "6p12.3" "p"
"MUT" "chr6" 49398073 49430904 NA "q"
"C6orf141" "chr6" 49518113 49529620 "6p12.3" "p"
"MCM3" "chr6" 52128807 52149679 "6p12.2" "p"
"PAQR8" "chr6" 52226219 52272575 "6p12.2" "p"
"EFHC1" "chr6" 52285106 52387892 "6p12.2" "p"
"TMEM14A" "chr6" 52535907 52551386 "6p12.2" "p"
"GSTA4" "chr6" 52842751 52860176 "6p12.2" "p"
"ICK" "chr6" 52866077 52926600 NA "q"
"FBXO9" "chr6" 52916789 52965671 "6p12.1" "p"
"ELOVL5" "chr6" 53132196 53213947 "6p12.1" "p"
"GCLC" "chr6" 53362139 53481768 "6p12.1" "p"
"LRRC1" "chr6" 53659295 53788919 "6p12.1" "p"
"TINAG" "chr6" 54172657 54254950 "6p12.1" "p"
"DST" "chr6" 56322785 56819426 "6p12.1" "p"
"ZNF451" "chr6" 56951642 57035105 "6p12.1" "p"
"BAG2" "chr6" 57037124 57054631 "6p12.1" "p"
"PTP4A1" "chr6" 64231666 64293492 "6q12" "q"
"PHF3" "chr6" 64345725 64489229 "6q12" "q"
"LMBRD1" "chr6" 70385694 70507003 "6q13" "q"
"RP11-462G2.1" "chr6" 71104590 71109120 NA "q"
"FAM135A" "chr6" 71122644 71270877 "6q13" "q"
"SMAP1" "chr6" 71377479 71571718 "6q13" "q"
"MB21D1" "chr6" 74123238 74161999 NA "q"
"MTO1" "chr6" 74171301 74218959 "6q13" "q"
"EEF1A1" "chr6" 74225473 74233520 "6q13" "q"
"SLC17A5" "chr6" 74303102 74363878 "6q13" "q"
"CD109" "chr6" 74405508 74538040 "6q13" "q"
"COX7A2" "chr6" 75947391 75960039 "6q14.1" "q"
"TMEM30A" "chr6" 75962640 75994684 "6q14.1" "q"
"SENP6" "chr6" 76311225 76427997 "6q14.1" "q"
"MYO6" "chr6" 76458909 76629254 "6q14.1" "q"
"PHIP" "chr6" 79645584 79787953 "6q14.1" "q"
"HMGN3" "chr6" 79910962 79944406 "6q14.1" "q"
"SH3BGRL2" "chr6" 80341000 80413372 "6q14.1" "q"
"BCKDHB" "chr6" 80816364 81055987 "6q14.1" "q"
"FAM46A" "chr6" 82201156 82462491 NA "q"
"IBTK" "chr6" 82879700 82957471 "6q14.1" "q"
"TPBG" "chr6" 83072923 83080545 "6q14.1" "q"
"PGM3" "chr6" 83870869 83903655 "6q14.1" "q"
"ME1" "chr6" 83920108 84140797 "6q14.2" "q"
"CYB5R4" "chr6" 84569362 84677143 "6q14.2" "q"
"NT5E" "chr6" 86159809 86205500 "6q14.3" "q"
"SNX14" "chr6" 86215214 86303874 "6q14.3" "q"
"SYNCRIP" "chr6" 86318053 86353510 "6q14.3" "q"
"SNHG5" "chr6" 86370710 86388451 "6q14.3" "q"
"ZNF292" "chr6" 87862551 87973914 "6q14.3" "q"
"SMIM8" "chr6" 88032301 88052043 "6q15" "q"
"SLC35A1" "chr6" 88180341 88222054 "6q15" "q"
"RARS2" "chr6" 88224096 88299721 "6q15" "q"
"ORC3" "chr6" 88299839 88377169 "6q15" "q"
"AKIRIN2" "chr6" 88384790 88411927 "6q15" "q"
"PNRC1" "chr6" 89790470 89794879 "6q15" "q"
"PM20D2" "chr6" 89855769 89875284 "6q15" "q"
"UBE2J1" "chr6" 90036344 90062567 "6q15" "q"
"LYRM2" "chr6" 90277863 90348472 "6q15" "q"
"MDN1" "chr6" 90352218 90529442 "6q15" "q"
"CASP8AP2" "chr6" 90539613 90584155 "6q15" "q"
"MAP3K7" "chr6" 91223292 91296764 "6q15" "q"
"UFL1" "chr6" 96969471 97003152 "6q16.1" "q"
"NDUFAF4" "chr6" 97337189 97345757 "6q16.1" "q"
"MMS22L" "chr6" 97590037 97731093 "6q16.1" "q"
"FBXL4" "chr6" 99316420 99395849 "6q16.1-q16.2" "q"
"COQ3" "chr6" 99817276 99842080 "6q16.2" "q"
"PNISR" "chr6" 99845927 99873207 "6q16.2" "q"
"CCNC" "chr6" 99990256 100016849 "6q16.2" "q"
"ASCC3" "chr6" 100956070 101329248 "6q16.3" "q"
"PREP" "chr6" 105725440 105850959 "6q21" "q"
"PRDM1" "chr6" 106534195 106557814 "6q21" "q"
"ATG5" "chr6" 106632351 106773666 "6q21" "q"
"AIM1" "chr6" 106959730 107018326 NA "q"
"QRSL1" "chr6" 107077453 107116292 "6q21" "q"
"C6orf203" "chr6" 107349407 107372546 NA "q"
"PDSS2" "chr6" 107473761 107780768 "6q21" "q"
"SEC63" "chr6" 108188960 108279393 "6q21" "q"
"OSTM1" "chr6" 108362613 108487058 "6q21" "q"
"SNX3" "chr6" 108532426 108582464 NA "q"
"FOXO3" "chr6" 108881038 109005977 "6q21" "q"
"SESN1" "chr6" 109307640 109416022 "6q21" "q"
"CD164" "chr6" 109687717 109703762 "6q21" "q"
"SMPD2" "chr6" 109761966 109765122 "6q21" "q"
"MICAL1" "chr6" 109765265 109787171 "6q21" "q"
"CDC40" "chr6" 110501344 110575478 "6q21" "q"
"CDK19" "chr6" 110931181 111137161 "6q21" "q"
"AMD1" "chr6" 111195973 111216916 "6q21" "q"
"GTF3C6" "chr6" 111279763 111289093 "6q21" "q"
"RPF2" "chr6" 111303218 111349466 "6q21" "q"
"REV3L" "chr6" 111620234 111804918 "6q21" "q"
"TRAF3IP2" "chr6" 111877657 111927481 "6q21" "q"
"TUBE1" "chr6" 112391980 112408732 "6q21" "q"
"MARCKS" "chr6" 114178541 114184648 "6q21" "q"
"HDAC2" "chr6" 114254192 114332472 "6q21" "q"
"FRK" "chr6" 116252312 116381921 "6q22.1" "q"
"NT5DC1" "chr6" 116422012 116570660 "6q22.1" "q"
"TSPYL1" "chr6" 116597741 116601066 "6q22.1" "q"
"RWDD1" "chr6" 116892530 116918838 "6q22.1" "q"
"GOPC" "chr6" 117639374 117923691 "6q22.1" "q"
"NUS1" "chr6" 117996665 118031803 "6q22.1" "q"
"ASF1A" "chr6" 119215384 119230332 "6q22.31" "q"
"MAN1A1" "chr6" 119498374 119670926 "6q22.31" "q"
"SERINC1" "chr6" 122764499 122792967 "6q22.31" "q"
"PKIB" "chr6" 122793076 123047518 "6q22.31" "q"
"SMPDL3A" "chr6" 123110315 123130865 "6q22.31" "q"
"TPD52L1" "chr6" 125440195 125585553 "6q22.31" "q"
"HDDC2" "chr6" 125541108 125623282 "6q22.31" "q"
"NCOA7" "chr6" 126102307 126252266 "6q22.31-q22.32" "q"
"HINT3" "chr6" 126277927 126301387 "6q22.32" "q"
"TRMT11" "chr6" 126307576 126360422 "6q22.32" "q"
"CENPW" "chr6" 126661320 126670021 "6q22.32" "q"
"RNF146" "chr6" 127587755 127609712 "6q22.33" "q"
"ECHDC1" "chr6" 127609855 127664754 "6q22.33" "q"
"PTPRK" "chr6" 128289924 128841870 "6q22.33" "q"
"ARHGAP18" "chr6" 129897277 130031370 "6q22.33" "q"
"EPB41L2" "chr6" 131160487 131384462 "6q23.1-q23.2" "q"
"MED23" "chr6" 131895106 131949369 "6q23.2" "q"
"CTGF" "chr6" 132269316 132272513 NA "q"
"STX7" "chr6" 132767006 132834337 "6q23.2" "q"
"SLC18B1" "chr6" 133090509 133119701 "6q23.2" "q"
"RPS12" "chr6" 133135580 133138703 "6q23.2" "q"
"TBPL1" "chr6" 134273308 134311570 "6q23.2" "q"
"SGK1" "chr6" 134490384 134639250 "6q23.2" "q"
"HBS1L" "chr6" 135281516 135424194 "6q23.3" "q"
"MYB" "chr6" 135502453 135540311 "6q23.3" "q"
"AHI1" "chr6" 135604670 135818914 "6q23.3" "q"
"BCLAF1" "chr6" 136578001 136610989 "6q23.3" "q"
"MAP7" "chr6" 136663875 136871957 "6q23.3" "q"
"RP3-325F22.5" "chr6" 136871799 136873692 NA "q"
"MAP3K5" "chr6" 136878185 137113656 "6q23.3" "q"
"PEX7" "chr6" 137143717 137235075 "6q23.3" "q"
"IL20RA" "chr6" 137321108 137366298 "6q23.3" "q"
"IFNGR1" "chr6" 137518621 137540586 "6q23.3" "q"
"TNFAIP3" "chr6" 138188351 138204449 "6q23.3" "q"
"PERP" "chr6" 138409642 138428648 "6q23.3" "q"
"HEBP2" "chr6" 138724668 138743334 "6q24.1" "q"
"NHSL1" "chr6" 138743180 139013708 "6q24.1" "q"
"CCDC28A" "chr6" 139094657 139114456 "6q24.1" "q"
"REPS1" "chr6" 139224630 139309398 "6q24.1" "q"
"ABRACL" "chr6" 139349819 139364439 "6q24.1" "q"
"HECA" "chr6" 139456249 139501939 "6q24.1" "q"
"CITED2" "chr6" 139693393 139695757 "6q24.1" "q"
"VTA1" "chr6" 142468367 142545826 "6q24.1-q24.2" "q"
"AIG1" "chr6" 143381633 143661441 "6q24.2" "q"
"ADAT2" "chr6" 143743969 143771810 "6q24.2" "q"
"PEX3" "chr6" 143771944 143811147 "6q24.2" "q"
"FUCA2" "chr6" 143815948 143832827 "6q24.2" "q"
"PHACTR2" "chr6" 143857982 144152322 "6q24.2" "q"
"LTV1" "chr6" 144164481 144184949 "6q24.2" "q"
"PLAGL1" "chr6" 144261437 144385735 "6q24.2" "q"
"SF3B5" "chr6" 144416018 144416754 "6q24.2" "q"
"UTRN" "chr6" 144606837 145174170 "6q24.2" "q"
"SHPRH" "chr6" 146185381 146285559 "6q24.3" "q"
"RAB32" "chr6" 146864829 146876101 "6q24.3" "q"
"STXBP5" "chr6" 147525561 147706866 "6q24.3" "q"
"SAMD5" "chr6" 147830063 148058683 "6q24.3" "q"
"TAB2" "chr6" 149539777 149732749 "6q25.1" "q"
"PPIL4" "chr6" 149825869 149867174 "6q25.1" "q"
"GINM1" "chr6" 149887430 149912884 "6q25.1" "q"
"KATNA1" "chr6" 149916009 149970108 "6q25.1" "q"
"LATS1" "chr6" 149979289 150039392 "6q25.1" "q"
"NUP43" "chr6" 150045451 150070801 "6q25.1" "q"
"PCMT1" "chr6" 150070579 150132556 "6q25.1" "q"
"LRP11" "chr6" 150139934 150186199 "6q25.1" "q"
"RP11-350J20.12" "chr6" 150173598 150174328 NA "q"
"PPP1R14C" "chr6" 150464212 150571493 "6q25.1" "q"
"IYD" "chr6" 150690028 150727105 "6q25.1" "q"
"MTHFD1L" "chr6" 151186685 151423023 "6q25.1" "q"
"AKAP12" "chr6" 151561134 151679692 "6q25.1" "q"
"ZBTB2" "chr6" 151685252 151712683 "6q25.1" "q"
"RMND1" "chr6" 151725989 151773259 "6q25.1" "q"
"MTRF1L" "chr6" 153308497 153323820 "6q25.2" "q"
"CNKSR3" "chr6" 154708638 154831793 "6q25.2" "q"
"SCAF8" "chr6" 155054459 155155192 "6q25.2" "q"
"TFB1M" "chr6" 155578643 155635627 "6q25.3" "q"
"ARID1B" "chr6" 157099063 157531913 "6q25.3" "q"
"TMEM242" "chr6" 157710418 157744633 "6q25.3" "q"
"SNX9" "chr6" 158244296 158366109 "6q25.3" "q"
"SYNJ2" "chr6" 158402888 158520208 "6q25.3" "q"
"GTF2H5" "chr6" 158589384 158620376 "6q25.3" "q"
"TULP4" "chr6" 158733692 158932860 "6q25.3" "q"
"TMEM181" "chr6" 158957468 159056460 "6q25.3" "q"
"DYNLT1" "chr6" 159057506 159065771 "6q25.3" "q"
"EZR" "chr6" 159186773 159240444 "6q25.3" "q"
"RSPH3" "chr6" 159393903 159421219 "6q25.3" "q"
"SOD2" "chr6" 160090089 160183561 "6q25.3" "q"
"WTAP" "chr6" 160146617 160177351 "6q25.3" "q"
"ACAT2" "chr6" 160181360 160200144 "6q25.3" "q"
"TCP1" "chr6" 160199530 160210781 "6q25.3" "q"
"MRPL18" "chr6" 160210844 160219468 "6q25.3" "q"
"IGF2R" "chr6" 160390131 160534539 "6q25.3" "q"
"MAP3K4" "chr6" 161412759 161538417 "6q26" "q"
"SFT2D1" "chr6" 166733216 166756079 "6q27" "q"
"MPC1" "chr6" 166778407 166796486 "6q27" "q"
"RNASET2" "chr6" 167342992 167370679 "6q27" "q"
"FGFR1OP" "chr6" 167412670 167466201 NA "q"
"MLLT4" "chr6" 168227602 168372703 NA "q"
"FRMD1" "chr6" 168456425 168482237 "6q27" "q"
"SMOC2" "chr6" 168841831 169073984 "6q27" "q"
"C6orf120" "chr6" 170102233 170106401 "6q27" "q"
"PHF10" "chr6" 170104001 170124151 "6q27" "q"
"PSMB1" "chr6" 170844205 170862429 "6q27" "q"
"PDCD2" "chr6" 170884383 170893780 "6q27" "q"
"PDGFA" "chr7" 536895 559933 "7p22.3" "p"
"PRKAR1B" "chr7" 588834 767287 "7p22.3" "p"
"SUN1" "chr7" 855528 936072 "7p22.3" "p"
"ADAP1" "chr7" 937540 995043 "7p22.3" "p"
"COX19" "chr7" 938415 1015235 "7p22.3" "p"
"CYP2W1" "chr7" 1022835 1029276 "7p22.3" "p"
"C7orf50" "chr7" 1036622 1177896 "7p22.3" "p"
"ZFAND2A" "chr7" 1191707 1200395 "7p22.3" "p"
"MICALL2" "chr7" 1468101 1499138 "7p22.3" "p"
"INTS1" "chr7" 1509913 1545489 "7p22.3" "p"
"MAFK" "chr7" 1570350 1582679 "7p22.3" "p"
"TMEM184A" "chr7" 1581871 1600457 "7p22.3" "p"
"PSMG3" "chr7" 1606966 1610641 "7p22.3" "p"
"MAD1L1" "chr7" 1855429 2272878 "7p22.3" "p"
"FTSJ2" "chr7" 2273866 2281840 NA "q"
"NUDT1" "chr7" 2281857 2290781 "7p22.3" "p"
"SNX8" "chr7" 2291405 2393953 "7p22.3" "p"
"EIF3B" "chr7" 2393721 2420380 "7p22.3" "p"
"CHST12" "chr7" 2443223 2474242 "7p22.3" "p"
"LFNG" "chr7" 2552163 2568811 "7p22.3" "p"
"BRAT1" "chr7" 2577511 2595361 "7p22.3" "p"
"IQCE" "chr7" 2598632 2654368 "7p22.3" "p"
"TTYH3" "chr7" 2671585 2704436 "7p22.3" "p"
"FOXK1" "chr7" 4683388 4811074 "7p22.1" "p"
"AP5Z1" "chr7" 4815253 4833943 "7p22.1" "p"
"WIPI2" "chr7" 5229819 5273457 "7p22.1" "p"
"TNRC18" "chr7" 5346421 5465045 "7p22.1" "p"
"ACTB" "chr7" 5566782 5603415 "7p22.1" "p"
"FSCN1" "chr7" 5632439 5646286 "7p22.1" "p"
"RNF216" "chr7" 5659678 5821370 "7p22.1" "p"
"CCZ1" "chr7" 5938356 5965605 "7p22.1" "p"
"PMS2" "chr7" 6012870 6048756 "7p22.1" "p"
"AIMP2" "chr7" 6048876 6063465 "7p22.1" "p"
"EIF2AK1" "chr7" 6061881 6098861 "7p22.1" "p"
"USP42" "chr7" 6144515 6201195 "7p22.1" "p"
"RAC1" "chr7" 6414154 6443608 "7p22.1" "p"
"DAGLB" "chr7" 6448757 6523821 "7p22.1" "p"
"KDELR2" "chr7" 6485584 6523873 "7p22.1" "p"
"ZDHHC4" "chr7" 6617065 6629005 "7p22.1" "p"
"C7orf26" "chr7" 6629648 6648357 "7p22.1" "p"
"ZNF316" "chr7" 6676953 6694242 "7p22.1" "p"
"ZNF12" "chr7" 6728064 6746554 "7p22.1" "p"
"CCZ1B" "chr7" 6833765 6866401 "7p22.1" "p"
"C1GALT1" "chr7" 7196565 7288282 "7p22.1-p21.3" "p"
"RP5-1159O4.1" "chr7" 7592093 7606627 NA "q"
"MIOS" "chr7" 7606503 7648560 "7p21.3" "p"
"RPA3" "chr7" 7676149 7758238 "7p21.3" "p"
"ICA1" "chr7" 8152814 8302317 "7p21.3" "p"
"NDUFA4" "chr7" 10971578 10979883 "7p21.3" "p"
"PHF14" "chr7" 11013499 11209250 "7p21.3" "p"
"TMEM106B" "chr7" 12250867 12282993 "7p21.3" "p"
"SCIN" "chr7" 12610203 12693228 "7p21.3" "p"
"ARL4A" "chr7" 12726481 12730559 "7p21.3" "p"
"ANKMY2" "chr7" 16639401 16685442 "7p21.1" "p"
"BZW2" "chr7" 16685756 16746148 "7p21.1" "p"
"TSPAN13" "chr7" 16793160 16824161 "7p21.1" "p"
"AGR2" "chr7" 16831435 16873057 "7p21.1" "p"
"AGR3" "chr7" 16899029 16921611 "7p21.1" "p"
"AHR" "chr7" 17338246 17385776 "7p21.1" "p"
"SNX13" "chr7" 17830385 17980124 "7p21.1" "p"
"TWISTNB" "chr7" 19735085 19748710 NA "q"
"MACC1" "chr7" 20174278 20257027 "7p21.1" "p"
"CTA-293F17.1" "chr7" 20367922 20371370 NA "q"
"ITGB8" "chr7" 20370325 20455377 "7p21.1" "p"
"CDCA7L" "chr7" 21940518 21985702 "7p15.3" "p"
"RAPGEF5" "chr7" 22157856 22396763 "7p15.3" "p"
"TOMM7" "chr7" 22852251 22862470 "7p15.3" "p"
"KLHL7" "chr7" 23145353 23217533 "7p15.3" "p"
"NUPL2" "chr7" 23221446 23240630 NA "q"
"MALSU1" "chr7" 23338358 23351348 "7p15.3" "p"
"TRA2A" "chr7" 23544399 23571660 "7p15.3" "p"
"FAM221A" "chr7" 23719749 23742868 "7p15.3" "p"
"MPP6" "chr7" 24612887 24733812 NA "q"
"OSBPL3" "chr7" 24836158 25021253 "7p15.3" "p"
"CYCS" "chr7" 25159710 25164980 "7p15.3" "p"
"NFE2L3" "chr7" 26191860 26226745 "7p15.2" "p"
"HNRNPA2B1" "chr7" 26229547 26241149 "7p15.2" "p"
"CBX3" "chr7" 26240782 26252976 "7p15.2" "p"
"SKAP2" "chr7" 26706681 27034858 "7p15.2" "p"
"HOTAIRM1" "chr7" 27135266 27139884 "7p15.2" "p"
"HOXA5" "chr7" 27180671 27183287 "7p15.2" "p"
"HOXA7" "chr7" 27193335 27197555 "7p15.2" "p"
"HOXA9" "chr7" 27202054 27210117 "7p15.2" "p"
"HOXA10" "chr7" 27210210 27219880 "7p15.2" "p"
"HOXA11-AS" "chr7" 27224137 27228912 "7p15.2" "p"
"HOXA13" "chr7" 27233122 27239725 "7p15.2" "p"
"HIBADH" "chr7" 27565061 27702614 "7p15.2" "p"
"TAX1BP1" "chr7" 27778950 27884183 "7p15.2" "p"
"CREB5" "chr7" 28338940 28865511 "7p15.1-p14.3" "p"
"CHN2" "chr7" 29161890 29553944 "7p14.3" "p"
"PRR15" "chr7" 29603427 29606911 "7p14.3" "p"
"SCRN1" "chr7" 29959719 30029905 "7p14.3" "p"
"FKBP14" "chr7" 30050203 30066300 "7p14.3" "p"
"PLEKHA8" "chr7" 30067020 30170096 "7p14.3" "p"
"ZNRF2" "chr7" 30323923 30452118 "7p14.3" "p"
"GGCT" "chr7" 30536237 30591095 "7p14.3" "p"
"GARS" "chr7" 30634297 30673649 NA "q"
"AQP1" "chr7" 30893010 30963427 "7p14.3" "p"
"LSM5" "chr7" 32524951 32534895 "7p14.3" "p"
"AVL9" "chr7" 32535038 33078516 "7p14.3" "p"
"KBTBD2" "chr7" 32907784 32933743 "7p14.3" "p"
"FKBP9" "chr7" 32997017 33046543 "7p14.3" "p"
"NT5C3A" "chr7" 33053742 33102409 "7p14.3" "p"
"RP9" "chr7" 33134409 33149013 "7p14.3" "p"
"NPSR1" "chr7" 34697851 34917944 "7p14.3" "p"
"DPY19L1" "chr7" 34968488 35077883 "7p14.2" "p"
"HERPUD2" "chr7" 35672269 35735181 "7p14.2" "p"
"SEPT7" "chr7" 35840542 35944917 NA "q"
"EEPD1" "chr7" 36192758 36341152 "7p14.2" "p"
"ANLN" "chr7" 36429415 36493400 "7p14.2" "p"
"AOAH" "chr7" 36552456 36764154 "7p14.2" "p"
"EPDR1" "chr7" 37723446 37991543 "7p14.1" "p"
"STARD3NL" "chr7" 38217824 38270272 "7p14.1" "p"
"VPS41" "chr7" 38762563 38971994 "7p14.1" "p"
"YAE1D1" "chr7" 39605975 39649919 NA "q"
"RALA" "chr7" 39663082 39747723 "7p14.1" "p"
"CDK13" "chr7" 39989636 40136733 "7p14.1" "p"
"MPLKIP" "chr7" 40165622 40174258 "7p14.1" "p"
"PSMA2" "chr7" 42956460 42971822 "7p14.1" "p"
"MRPL32" "chr7" 42971799 42988557 "7p14.1" "p"
"STK17A" "chr7" 43622357 43666385 "7p13" "p"
"COA1" "chr7" 43648055 43769316 "7p13" "p"
"BLVRA" "chr7" 43798279 43846939 "7p13" "p"
"URGCP" "chr7" 43915493 43966010 "7p13" "p"
"UBE2D4" "chr7" 43966037 43995735 "7p13" "p"
"AC004951.6" "chr7" 44043645 44047465 NA "q"
"DBNL" "chr7" 44084239 44109055 "7p13" "p"
"POLM" "chr7" 44111846 44122139 "7p13" "p"
"POLD2" "chr7" 44154286 44163957 "7p13" "p"
"YKT6" "chr7" 44240567 44253893 "7p13" "p"
"NUDCD3" "chr7" 44418720 44530479 "7p13" "p"
"DDX56" "chr7" 44605016 44614650 "7p13" "p"
"TMED4" "chr7" 44617493 44621886 "7p13" "p"
"OGDH" "chr7" 44646171 44748665 "7p13" "p"
"ZMIZ2" "chr7" 44788180 44809477 "7p13" "p"
"PPIA" "chr7" 44836279 44864163 "7p13" "p"
"H2AFV" "chr7" 44866390 44887682 NA "q"
"PURB" "chr7" 44915896 44924960 "7p13" "p"
"SNHG15" "chr7" 45022622 45026560 "7p13" "p"
"CCM2" "chr7" 45039074 45116068 "7p13" "p"
"TBRG4" "chr7" 45139699 45151646 "7p13" "p"
"IGFBP3" "chr7" 45951949 45961473 "7p12.3" "p"
"TNS3" "chr7" 47314752 47622156 "7p12.3" "p"
"HUS1" "chr7" 47735328 48019178 "7p12.3" "p"
"UPP1" "chr7" 48128225 48148330 "7p12.3" "p"
"DDC" "chr7" 50526134 50633154 "7p12.2-p12.1" "p"
"GRB10" "chr7" 50657760 50861159 "7p12.1" "p"
"COBL" "chr7" 51083909 51384515 "7p12.1" "p"
"SEC61G" "chr7" 54819943 54827667 "7p11.2" "p"
"EGFR" "chr7" 55086714 55324313 "7p11.2" "p"
"LANCL2" "chr7" 55433141 55501435 "7p11.2" "p"
"VOPP1" "chr7" 55503749 55640681 "7p11.2" "p"
"GBAS" "chr7" 56019486 56067874 NA "q"
"MRPS17" "chr7" 56019512 56024192 "7p11.2" "p"
"PSPH" "chr7" 56078744 56119297 "7p11.2" "p"
"CCT6A" "chr7" 56119323 56131682 "7p11.2" "p"
"SUMF2" "chr7" 56131695 56148363 "7p11.2" "p"
"PHKG1" "chr7" 56148440 56160689 "7p11.2" "p"
"CHCHD2" "chr7" 56169262 56174269 "7p11.2" "p"
"ERV3-1" "chr7" 64451187 64467121 "7q11.21" "q"
"VKORC1L1" "chr7" 65338254 65424550 "7q11.21" "q"
"GUSB" "chr7" 65425671 65447301 "7q11.21" "q"
"ASL" "chr7" 65540785 65558545 "7q11.21" "q"
"CRCP" "chr7" 65579591 65619555 "7q11.21" "q"
"RP11-792A8.4" "chr7" 66204816 66205372 NA "q"
"TMEM248" "chr7" 66386212 66423538 "7q11.21" "q"
"SBDS" "chr7" 66452664 66460588 "7q11.21" "q"
"TYW1" "chr7" 66460160 66704501 "7q11.21" "q"
"AUTS2" "chr7" 69063905 70258054 "7q11.22" "q"
"POM121" "chr7" 72349936 72421979 "7q11.23" "q"
"NSUN5" "chr7" 72716514 72722864 "7q11.23" "q"
"BAZ1B" "chr7" 72854728 72936608 "7q11.23" "q"
"BCL7B" "chr7" 72950686 72972332 "7q11.23" "q"
"TBL2" "chr7" 72983262 72993121 "7q11.23" "q"
"MLXIPL" "chr7" 73007524 73038873 "7q11.23" "q"
"DNAJC30" "chr7" 73095299 73097783 "7q11.23" "q"
"WBSCR22" "chr7" 73097355 73119491 NA "q"
"STX1A" "chr7" 73113536 73134002 "7q11.23" "q"
"ABHD11" "chr7" 73150424 73153197 "7q11.23" "q"
"CLDN3" "chr7" 73183328 73184600 "7q11.23" "q"
"CLDN4" "chr7" 73213872 73247014 "7q11.23" "q"
"WBSCR27" "chr7" 73248920 73256865 NA "q"
"EIF4H" "chr7" 73588575 73611431 "7q11.23" "q"
"RFC2" "chr7" 73645829 73668774 "7q11.23" "q"
"CLIP2" "chr7" 73703805 73820273 "7q11.23" "q"
"GTF2IRD1" "chr7" 73868120 74016931 "7q11.23" "q"
"GTF2I" "chr7" 74071994 74175026 "7q11.23" "q"
"WBSCR16" "chr7" 74441226 74490064 NA "q"
"POM121C" "chr7" 75046066 75115548 "7q11.23" "q"
"CCL26" "chr7" 75398851 75419214 "7q11.23" "q"
"RHBDD2" "chr7" 75471920 75518244 "7q11.23" "q"
"POR" "chr7" 75528518 75616173 "7q11.23" "q"
"TMEM120A" "chr7" 75616155 75623977 "7q11.23" "q"
"STYXL1" "chr7" 75625656 75677322 "7q11.23" "q"
"MDH2" "chr7" 75677369 75696826 "7q11.23" "q"
"HSPB1" "chr7" 75931861 75933612 "7q11.23" "q"
"YWHAG" "chr7" 75956116 75988348 "7q11.23" "q"
"ZP3" "chr7" 76026835 76071388 "7q11.23" "q"
"DTX2" "chr7" 76090993 76135312 "7q11.23" "q"
"PTPN12" "chr7" 77166592 77269388 "7q11.23" "q"
"RSBN1L" "chr7" 77325760 77412339 "7q11.23" "q"
"TMEM60" "chr7" 77423045 77427897 "7q11.23" "q"
"SEMA3C" "chr7" 80371854 80551675 "7q21.11" "q"
"DMTF1" "chr7" 86781677 86825653 "7q21.12" "q"
"TMEM243" "chr7" 86825478 86849903 "7q21.12" "q"
"TP53TG1" "chr7" 86954541 86974831 NA "q"
"ABCB1" "chr7" 87133175 87342611 "7q21.12" "q"
"SLC25A40" "chr7" 87462883 87505672 "7q21.12" "q"
"DBF4" "chr7" 87505531 87538856 "7q21.12" "q"
"SRI" "chr7" 87834433 87856308 "7q21.12" "q"
"STEAP1" "chr7" 89783689 89794143 "7q21.13" "q"
"STEAP2" "chr7" 89796904 89867451 "7q21.13" "q"
"GTPBP10" "chr7" 89964537 90020769 "7q21.13" "q"
"CLDN12" "chr7" 90013035 90142716 "7q21.13" "q"
"AKAP9" "chr7" 91570181 91739987 "7q21.2" "q"
"KRIT1" "chr7" 91828283 91875480 "7q21.2" "q"
"ANKIB1" "chr7" 91875548 92030698 "7q21.2" "q"
"GATAD1" "chr7" 92076767 92088150 "7q21.2" "q"
"PEX1" "chr7" 92116334 92157845 "7q21.2" "q"
"FAM133B" "chr7" 92190107 92219708 "7q21.2" "q"
"CDK6" "chr7" 92234235 92465908 "7q21.2" "q"
"SAMD9" "chr7" 92728829 92747336 "7q21.2" "q"
"HEPACAM2" "chr7" 92817899 92855837 "7q21.2" "q"
"BET1" "chr7" 93592074 93633694 "7q21.3" "q"
"COL1A2" "chr7" 94023873 94060544 "7q21.3" "q"
"PPP1R9A" "chr7" 94536514 94925727 "7q21.3" "q"
"PON2" "chr7" 95034175 95064510 "7q21.3" "q"
"PDK4" "chr7" 95212811 95225803 "7q21.3" "q"
"SLC25A13" "chr7" 95749532 95951459 "7q21.3" "q"
"SHFM1" "chr7" 96110938 96339203 NA "q"
"ASNS" "chr7" 97481430 97501854 "7q21.3" "q"
"LMTK2" "chr7" 97736197 97838945 "7q21.3" "q"
"BRI3" "chr7" 97881691 97937162 "7q21.3" "q"
"BAIAP2L1" "chr7" 97920963 98030380 "7q21.3-q22.1" "q"
"NPTX2" "chr7" 98246609 98259180 "7q22.1" "q"
"TRRAP" "chr7" 98475556 98610866 "7q22.1" "q"
"SMURF1" "chr7" 98625061 98741723 "7q22.1" "q"
"ARPC1A" "chr7" 98923521 98985787 "7q22.1" "q"
"ARPC1B" "chr7" 98971872 98992424 "7q22.1" "q"
"PDAP1" "chr7" 98989671 99006452 "7q22.1" "q"
"BUD31" "chr7" 99006264 99017239 "7q22.1" "q"
